"essay","model","score"
"56555_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.837933
"56555_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.829552
"56555_1","DATASET_3_nn_2",0.832554
"56555_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.833381
"56555_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.829789
"56555_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.830731
"56555_1","DATASET_2_nn_2",0.832335
"56555_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.837003
"56555_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.838257
"56555_1","DATASET_8_nn_3",0.850085
"56555_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.843422
"56555_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.845874
"56555_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.829896
"56555_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.832124
"56555_1","DATASET_3_nn_1",0.85162
"56555_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.843287
"56555_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.83579
"56555_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.835
"56555_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.83395
"56555_1","DATASET_4_nn_2",0.829967
"56555_1","DATASET_4_nn_1",0.844081
"56555_1","DATASET_1_nn_1",0.847496
"56555_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.838601
"56555_1","DATASET_3_rf_1",0.800597
"56555_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.82922
"56555_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.834706
"56555_1","DATASET_5_nn_1",0.841863
"56555_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.827586
"56555_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.83872
"56555_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.835786
"56555_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.839713
"56555_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.81993
"56555_1","HUMAN",0.813487
"56555_1","ENSEMBLE",0.858259
"57210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.805195
"57210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.806483
"57210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.799368
"57210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.804172
"57210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.809701
"57210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.802539
"57210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.801469
"57210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.803816
"57210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.799469
"57210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.804615
"57210_1","DATASET_3_rf_1",0.78822
"57210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.799301
"57210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.804994
"57210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.809783
"57210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.807123
"57210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.809007
"57210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.806245
"57210_1","DATASET_2_nn_1",0.798672
"57210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.801222
"57210_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.805186
"57210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.80601
"57210_1","DATASET_5_nn_1",0.801229
"57210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.803521
"57210_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.802153
"57210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.804342
"57210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.806493
"57210_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.803958
"57210_1","DATASET_1_nn_2",0.788099
"57210_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.801812
"57210_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.803972
"57210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.808122
"57210_1","DATASET_8_nn_3",0.788948
"57210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.804519
"57210_1","DATASET_3_nn_2",0.792479
"57210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.802724
"57210_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.812535
"57210_1","DATASET_4_nn_1",0.808249
"57210_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.805049
"57210_1","DATASET_2_nn_2",0.797317
"57210_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.799514
"57210_1","DATASET_4_nn_2",0.778576
"57210_1","DATASET_1_nn_1",0.793301
"57210_1","DATASET_3_nn_1",0.805213
"57210_1","HUMAN",0.748916
"57210_1","ENSEMBLE",0.808688
"58155_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.741918
"58155_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.724462
"58155_1","DATASET_4_nn_1",0.712828
"58155_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.731776
"58155_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.73417
"58155_1","DATASET_1_nn_2",0.723411
"58155_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.727866
"58155_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.733692
"58155_1","DATASET_2_nn_2",0.718799
"58155_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.732833
"58155_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.738087
"58155_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.753705
"58155_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.741405
"58155_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.72372
"58155_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.746011
"58155_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.734453
"58155_1","DATASET_3_nn_1",0.718513
"58155_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.738507
"58155_1","DATASET_2_nn_1",0.722536
"58155_1","DATASET_5_nn_1",0.697371
"58155_1","DATASET_1_nn_1",0.72493
"58155_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.732015
"58155_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.731795
"58155_1","DATASET_4_nn_2",0.699747
"58155_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.738567
"58155_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.736182
"58155_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.746147
"58155_1","DATASET_8_nn_3",0.715827
"58155_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.73433
"58155_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.747936
"58155_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.741966
"58155_1","DATASET_3_nn_2",0.707039
"58155_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.727076
"58155_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.737298
"58155_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.738587
"58155_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.733773
"58155_1","DATASET_3_rf_1",0.724512
"58155_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.737442
"58155_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.748069
"58155_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.741023
"58155_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.740273
"58155_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.747475
"58155_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.738454
"58155_1","HUMAN",0.703891
"58155_1","ENSEMBLE",0.740862
"58921_1","DATASET_1_xgb_est_400_depth_4",0.594933
"58921_1","DATASET_2_xgb_est_400_depth_6",0.614915
"58921_1","DATASET_1_xgb_est_200_depth_4",0.585288
"58921_1","DATASET_1_xgb_est_400_depth_8",0.608382
"58921_1","DATASET_4_nn_2",0.611435
"58921_1","DATASET_2_xgb_est_200_depth_5",0.596593
"58921_1","DATASET_2_xgb_est_300_depth_5",0.604486
"58921_1","DATASET_1_xgb_est_100_depth_8",0.597331
"58921_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.582009
"58921_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.586362
"58921_1","DATASET_3_xgb_est_100_depth_5",0.578864
"58921_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.56743
"58921_1","DATASET_1_xgb_est_100_depth_3",0.576719
"58921_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.579307
"58921_1","DATASET_2_nn_2",0.605349
"58921_1","DATASET_2_xgb_est_100_depth_5",0.580511
"58921_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.57956
"58921_1","DATASET_2_xgb_est_200_depth_10",0.584287
"58921_1","DATASET_1_xgb_est_300_depth_10",0.592249
"58921_1","DATASET_1_xgb_est_300_depth_6",0.595365
"58921_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.589109
"58921_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.592789
"58921_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.594308
"58921_1","DATASET_2_nn_1",0.628692
"58921_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.589811
"58921_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.579691
"58921_1","DATASET_1_xgb_est_100_depth_5",0.574884
"58921_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.607393
"58921_1","DATASET_2_xgb_est_300_depth_4",0.606591
"58921_1","DATASET_3_xgb_est_100_depth_3",0.578152
"58921_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.588844
"58921_1","DATASET_1_xgb_est_300_depth_3",0.598722
"58921_1","DATASET_2_xgb_est_200_depth_6",0.602283
"58921_1","DATASET_8_nn_3",0.597497
"58921_1","DATASET_3_rf_1",0.529862
"58921_1","DATASET_2_xgb_est_100_depth_4",0.594312
"58921_1","DATASET_1_xgb_est_400_depth_5",0.608737
"58921_1","DATASET_1_xgb_est_200_depth_5",0.583052
"58921_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.616002
"58921_1","DATASET_1_xgb_est_200_depth_10",0.574431
"58921_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.594979
"58921_1","DATASET_1_xgb_est_200_depth_8",0.597355
"58921_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.575612
"58921_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.565915
"58921_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.604083
"58921_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.597578
"58921_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.602861
"58921_1","DATASET_2_xgb_est_200_depth_4",0.592324
"58921_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.602283
"58921_1","DATASET_2_xgb_est_300_depth_8",0.590563
"58921_1","DATASET_1_xgb_est_300_depth_8",0.608785
"58921_1","DATASET_2_xgb_est_300_depth_6",0.604083
"58921_1","DATASET_2_xgb_est_300_depth_10",0.591863
"58921_1","DATASET_3_xgb_est_200_depth_5",0.590234
"58921_1","DATASET_2_xgb_est_200_depth_3",0.601317
"58921_1","DATASET_3_xgb_est_100_depth_4",0.583786
"58921_1","DATASET_5_nn_1",0.595215
"58921_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.609559
"58921_1","DATASET_1_xgb_est_400_depth_10",0.597581
"58921_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.561424
"58921_1","DATASET_3_nn_1",0.618884
"58921_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.609167
"58921_1","DATASET_2_xgb_est_300_depth_3",0.602224
"58921_1","DATASET_1_nn_1",0.592674
"58921_1","DATASET_1_xgb_est_300_depth_4",0.588094
"58921_1","DATASET_3_xgb_est_300_depth_5",0.595003
"58921_1","DATASET_3_xgb_est_100_depth_6",0.588427
"58921_1","DATASET_1_xgb_est_200_depth_6",0.586362
"58921_1","DATASET_2_xgb_est_400_depth_4",0.612078
"58921_1","DATASET_1_xgb_est_400_depth_3",0.600841
"58921_1","DATASET_4_nn_1",0.605665
"58921_1","DATASET_3_xgb_est_200_depth_8",0.605737
"58921_1","DATASET_1_xgb_est_300_depth_5",0.601419
"58921_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.603501
"58921_1","DATASET_3_xgb_est_100_depth_10",0.567976
"58921_1","DATASET_2_xgb_est_100_depth_8",0.583536
"58921_1","DATASET_3_xgb_est_200_depth_3",0.602872
"58921_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.578981
"58921_1","DATASET_2_xgb_est_400_depth_5",0.595313
"58921_1","DATASET_3_xgb_est_200_depth_10",0.57909
"58921_1","DATASET_1_xgb_est_100_depth_10",0.571387
"58921_1","DATASET_2_xgb_est_400_depth_3",0.612011
"58921_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.593119
"58921_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.595365
"58921_1","DATASET_3_xgb_est_100_depth_8",0.573003
"58921_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.568409
"58921_1","DATASET_3_nn_2",0.620918
"58921_1","DATASET_2_xgb_est_100_depth_6",0.589811
"58921_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.603889
"58921_1","DATASET_2_xgb_est_200_depth_8",0.587343
"58921_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.567192
"58921_1","DATASET_2_xgb_est_100_depth_10",0.579355
"58921_1","DATASET_2_xgb_est_100_depth_3",0.574692
"58921_1","DATASET_1_nn_2",0.581858
"58921_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.576116
"58921_1","DATASET_1_xgb_est_100_depth_6",0.576116
"58921_1","DATASET_1_xgb_est_200_depth_3",0.598649
"58921_1","DATASET_3_xgb_est_300_depth_3",0.581558
"58921_1","DATASET_1_xgb_est_400_depth_6",0.59633
"58921_1","DATASET_3_xgb_est_200_depth_6",0.600939
"58921_1","DATASET_1_xgb_est_100_depth_4",0.583592
"58921_1","DATASET_3_xgb_est_200_depth_4",0.59146
"58921_1","DATASET_2_xgb_est_400_depth_10",0.591087
"58921_1","DATASET_3_xgb_est_300_depth_4",0.586909
"58921_1","DATASET_2_xgb_est_400_depth_8",0.597581
"58921_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.600621
"58921_1","HUMAN",0.656619
"58921_1","ENSEMBLE",0.626125
"58966_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.603801
"58966_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.592325
"58966_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.607046
"58966_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.609681
"58966_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.593086
"58966_1","DATASET_3_nn_1",0.612542
"58966_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.599078
"58966_1","DATASET_3_nn_2",0.618503
"58966_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.607099
"58966_1","DATASET_2_nn_2",0.60975
"58966_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.613328
"58966_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.608019
"58966_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.589788
"58966_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.599767
"58966_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.60793
"58966_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.613668
"58966_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.598961
"58966_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.615187
"58966_1","DATASET_3_rf_1",0.587279
"58966_1","DATASET_4_nn_1",0.613347
"58966_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.613729
"58966_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.597784
"58966_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.608033
"58966_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.610285
"58966_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.606622
"58966_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.608331
"58966_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.598768
"58966_1","DATASET_2_nn_1",0.616522
"58966_1","DATASET_1_nn_2",0.607752
"58966_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.605569
"58966_1","DATASET_5_nn_1",0.606501
"58966_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.596756
"58966_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.614066
"58966_1","DATASET_1_nn_1",0.595754
"58966_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.612032
"58966_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.603078
"58966_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.609875
"58966_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.606343
"58966_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.607134
"58966_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.603078
"58966_1","DATASET_4_nn_2",0.600939
"58966_1","DATASET_8_nn_3",0.624096
"58966_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.593034
"58966_1","HUMAN",0.508617
"58966_1","ENSEMBLE",0.632035
"58972_1","DATASET_2_nn_1",0.625971
"58972_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.618279
"58972_1","DATASET_4_nn_1",0.615683
"58972_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.617345
"58972_1","DATASET_3_rf_1",0.588636
"58972_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.617518
"58972_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.627927
"58972_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.610717
"58972_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.633843
"58972_1","DATASET_4_nn_2",0.566598
"58972_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.613262
"58972_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.600821
"58972_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.610295
"58972_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.596831
"58972_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.612702
"58972_1","DATASET_2_nn_2",0.596281
"58972_1","DATASET_8_nn_3",0.620849
"58972_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.61474
"58972_1","DATASET_3_nn_2",0.620823
