"essay","model","score"
"58972_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.621906
"58972_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.631744
"58972_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.616618
"58972_1","DATASET_1_nn_2",0.615792
"58972_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.627197
"58972_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.630065
"58972_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.601798
"58972_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.604155
"58972_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.625453
"58972_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.626275
"58972_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.604803
"58972_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.6154
"58972_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.625995
"58972_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.614795
"58972_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.615902
"58972_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.60841
"58972_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.613597
"58972_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.629668
"58972_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.628132
"58972_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.608353
"58972_1","DATASET_1_nn_1",0.613529
"58972_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.62864
"58972_1","DATASET_3_nn_1",0.627692
"58972_1","HUMAN",0.642434
"58972_1","ENSEMBLE",0.632325
"58976_1","DATASET_3_nn_2",0.745408
"58976_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.747359
"58976_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.757524
"58976_1","DATASET_4_nn_1",0.748207
"58976_1","DATASET_8_nn_3",0.749987
"58976_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.742741
"58976_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.746619
"58976_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.739535
"58976_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.765028
"58976_1","DATASET_3_nn_1",0.760102
"58976_1","DATASET_1_nn_1",0.747726
"58976_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.745158
"58976_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.738568
"58976_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.750322
"58976_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.750011
"58976_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.756221
"58976_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.750709
"58976_1","DATASET_2_nn_2",0.745508
"58976_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.739162
"58976_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.748446
"58976_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.741157
"58976_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.755436
"58976_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.750346
"58976_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.743567
"58976_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.757264
"58976_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.736696
"58976_1","DATASET_2_nn_1",0.77058
"58976_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.74222
"58976_1","DATASET_1_nn_2",0.746858
"58976_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.750479
"58976_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.765826
"58976_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.752582
"58976_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.751108
"58976_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.750565
"58976_1","DATASET_3_rf_1",0.740203
"58976_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.752218
"58976_1","DATASET_4_nn_2",0.75124
"58976_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.749651
"58976_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.758164
"58976_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.743673
"58976_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.745206
"58976_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.745551
"58976_1","HUMAN",0.735176
"58976_1","ENSEMBLE",0.76873
"60690_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.690476
"60690_1","DATASET_3_rf_1",0.685843
"60690_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.702884
"60690_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.712557
"60690_1","DATASET_2_nn_1",0.725441
"60690_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.71
"60690_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.708887
"60690_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.697047
"60690_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.692173
"60690_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.710055
"60690_1","DATASET_3_nn_1",0.709945
"60690_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.68465
"60690_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.704568
"60690_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.694486
"60690_1","DATASET_3_nn_2",0.709902
"60690_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.708604
"60690_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.686567
"60690_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.714429
"60690_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.695695
"60690_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.713529
"60690_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.678281
"60690_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.708726
"60690_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.700704
"60690_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.699051
"60690_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.696705
"60690_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.710566
"60690_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.695183
"60690_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.709677
"60690_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.697428
"60690_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.715824
"60690_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.701305
"60690_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.699086
"60690_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.69003
"60690_1","DATASET_8_nn_3",0.70626
"60690_1","DATASET_1_nn_2",0.708613
"60690_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.708689
"60690_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.690367
"60690_1","DATASET_4_nn_2",0.689933
"60690_1","DATASET_4_nn_1",0.669592
"60690_1","DATASET_2_nn_2",0.716258
"60690_1","DATASET_1_nn_1",0.704636
"60690_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.695091
"60690_1","HUMAN",0.667669
"60690_1","ENSEMBLE",0.723077
"61111_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.76865
"61111_1","DATASET_1_nn_1",0.736427
"61111_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.767836
"61111_1","DATASET_2_nn_2",0.734355
"61111_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.770239
"61111_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.758368
"61111_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.753737
"61111_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.765859
"61111_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.747304
"61111_1","DATASET_2_nn_1",0.748263
"61111_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.767265
"61111_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.765087
"61111_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.762122
"61111_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.766268
"61111_1","DATASET_4_nn_2",0.724527
"61111_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.771597
"61111_1","DATASET_3_rf_1",0.764566
"61111_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.763077
"61111_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.769746
"61111_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.755148
"61111_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.755405
"61111_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.772374
"61111_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.763451
"61111_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.770999
"61111_1","DATASET_4_nn_1",0.733084
"61111_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.773097
"61111_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.784138
"61111_1","DATASET_8_nn_3",0.727964
"61111_1","DATASET_1_nn_2",0.736664
"61111_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.761159
"61111_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.767608
"61111_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.762122
"61111_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.754894
"61111_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.756211
"61111_1","DATASET_3_nn_2",0.736901
"61111_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.772146
"61111_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.756079
"61111_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.768386
"61111_1","DATASET_3_nn_1",0.743621
"61111_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.76743
"61111_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.754183
"61111_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.770612
"61111_1","HUMAN",0.820407
"61111_1","ENSEMBLE",0.763191
"61989_1","DATASET_3_nn_1",0.708649
"61989_1","DATASET_2_nn_2",0.697805
"61989_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.703893
"61989_1","DATASET_3_rf_1",0.705435
"61989_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.706529
"61989_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.693527
"61989_1","DATASET_2_nn_1",0.701745
"61989_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.696951
"61989_1","DATASET_8_nn_3",0.705969
"61989_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.693906
"61989_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.691992
"61989_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.690125
"61989_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.692714
"61989_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.704386
"61989_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.701748
"61989_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.696247
"61989_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.707852
"61989_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.711392
"61989_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.697668
"61989_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.69597
"61989_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.693512
"61989_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.695289
"61989_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.71114
"61989_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.708591
"61989_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.702208
"61989_1","DATASET_3_nn_2",0.689568
"61989_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.697923
"61989_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.705117
"61989_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.698075
"61989_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.693874
"61989_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.701375
"61989_1","DATASET_4_nn_2",0.691335
"61989_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.702878
"61989_1","DATASET_1_nn_1",0.702339
"61989_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.693527
"61989_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.700593
"61989_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.688676
"61989_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.691236
"61989_1","DATASET_1_nn_2",0.688986
"61989_1","DATASET_4_nn_1",0.706019
"61989_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.709996
"61989_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.706965
"61989_1","HUMAN",0.674933
"61989_1","ENSEMBLE",0.69903
"62031_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.78291
"62031_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.767094
"62031_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.772193
"62031_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.776581
"62031_1","DATASET_3_rf_1",0.757917
"62031_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.767463
"62031_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.753362
"62031_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.773678
"62031_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.755783
"62031_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.78394
"62031_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.768923
"62031_1","DATASET_7_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.773816
"62031_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.781819
"62031_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.774854
"62031_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.77132
"62031_1","DATASET_2_nn_1",0.761654
"62031_1","DATASET_2_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.770293
"62031_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.777674
"62031_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.767953
"62031_1","DATASET_8_nn_3",0.760119
"62031_1","DATASET_8_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.777445
"62031_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.771793
"62031_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=50",0.766698
"62031_1","DATASET_6_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.773631
"62031_1","DATASET_5_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.76845
"62031_1","DATASET_3_nn_1",0.751626
"62031_1","DATASET_1_nn_1",0.758113
"62031_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=100",0.760108
"62031_1","DATASET_1_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=300",0.753599
"62031_1","DATASET_4_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.775661
"62031_1","DATASET_4_nn_1",0.735416
"62031_1","DATASET_2_nn_2",0.7447
"62031_1","DATASET_3_xgb_objective=binary:logistic_nthread=6_eta=0.1_max_depth=6_silent=1_ntrees=200",0.775867
